the_geom,OBJECTID,GlobalID,Location,Hydrant_ID,Hydrant Number,Street Number,Hydrant Type,Street Name,Hydrant Color & Main Size,Last Used,Nozzle Diameter,Main Diameter,Cross Street,Date Collected,Map Quad,Hydrant Color,Hydrant Valve,Y,Dead End,X,Map Number,Inspection District,Last Used By,Supply Diameter,Comments
POINT (-78.858152220962 42.896640020198),"1,164",{8D0A1467-2B66-4033-A408-253C35E3BDB4},44 PEACH,12-8-D2A-0087,87,SWC,HOWARD IRON,VIRGINIA,"RED w/ RED CAP, 6",,,6,PEACH,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,055,525.9350000001",NO,"1,074,652.9469999999",12,8,,0,
POINT (-78.873579298272 42.884572712673),"2,712",{B3F207D6-27C4-49BD-B307-77E6FBE9E788},36S 18W POLE 387; 15W ENTRANCE TO PARKING LOT,14-8-E1B-0043,43,385,MUELLER,WASHINGTON,"RED w/ RED CAP, 12",,,12,E EAGLE,06/14/2006 12:00:00 AM +0000,E1B,RED w/ RED CAP,YES,"1,051,141.912",NO,"1,070,504.04",14,8,,0,
POINT (-78.835599182105 42.897468777605),"1,031",{D6149D97-F286-4B0B-B230-1CC040C31049},,12-6-D2B-0010,10,132,MUELLER,WOLTZ,"RED w/ RED CAP, 6",,,6,STANISLAUS,01/01/1990 12:00:00 AM +0000,D2B,RED w/ RED CAP,YES,"1,055,809.0530000001",NO,"1,080,697.024",12,6,,0,
POINT (-78.829476673342 42.912025474336),437,{DC1D419D-EE6D-4B53-81E6-AC88002612B8},5W POLE 961; 57W POLE 5-35,10-7-C3D-0001,1,DEAD END,KENNEDY K-11,GLENWOOD,"RED w/ RED CAP, 6",,,6,KEHR,07/28/2006 12:00:00 AM +0000,C3D,RED w/ RED CAP,YES,"1,061,109.3570000001",YES,"1,082,353.067",10,7,,0,
POINT (-78.899486786038 42.939379575301),"5,841",{534BE37D-5560-4548-AA92-F9D40138442B},15E NEC,5-3-B1A-0065,65,NEC,OTHER,AUSTIN,"RED w/ RED CAP, 10",,,10,GORTON,09/24/2005 12:00:00 AM +0000,B1A,RED w/ RED CAP,NO,"1,071,141.21",NO,"1,063,635.72",5,3,,0,
POINT (-78.881498165626 42.950655475513),"4,643",{681ED725-1CC8-4BB5-A730-4158EE031353},7S POLE 104,2-3-A2A-0035,35,104,OTHER,NORRIS,"RED w/ RED CAP, 6",,,6,RACE,07/15/2005 12:00:00 AM +0000,A2A,RED w/ RED CAP,YES,"1,075,233.1299999999",NO,"1,068,467.0800000001",2,3,,0,
POINT (-78.829002402809 42.856659001628),"3,732",{63B7ECE4-FBAA-4DFD-9CF1-8F574A8AD1C2},46W POLE 1525,19-10-F2A-0016,16,NWC,MUELLER,SOUTH PARK,"RED w/ RED CAP, 6",,,6,VERONA,05/17/2005 12:00:00 AM +0000,F2A,RED w/ RED CAP,YES,"1,040,930.85",NO,"1,082,421.24",19,10,,0,
POINT (-78.888664965861 42.90651766693),"7,382",{1548A1AF-BE88-4669-A68B-80A3E6FCDED0},31W 8N POLE 227,8-2-C1D-0113,113,232,HOWARD IRON,NORMAL,"RED w/ RED CAP, 6",,,6,VERMONT,07/27/2006 12:00:00 AM +0000,C1D,RED w/ RED CAP,YES,"1,059,154",NO,"1,066,490",8,2,,0,
POINT (-78.817771815751 42.916420377175),14,{344FC582-AA06-47FA-8301-A17F19F12685},20N 20W POLE 187,10-6-C3A-0014,14,191,HOWARD IRON,LESLIE,"RED w/ RED CAP, 6",,,6,SCAJAQUADA,04/07/2006 12:00:00 AM +0000,C3A,RED w/ RED CAP,YES,"1,062,702.1200000001",NO,"1,085,493.1100000001",10,6,,0,
POINT (-78.859468062304 42.881658292246),"3,066",{F1F9B6D3-4C64-400F-8EFB-783F93B53010},6S STOP SIGN; 30N POLE 86,15-8-E2A-0048,48,NWC,MUELLER,HICKORY,"RED w/ RED CAP, 6",,,6,E EAGLE,09/19/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,050,067.04",NO,"1,074,282.453",15,8,,0,
POINT (-78.870285919719 42.92424318803),"5,647",{48CAE3AD-888C-4578-A5D3-66A9D21DDD7E},51E POLE,5-2-B1C-0052,52,777,KENNEDY JUMBO,POTOMAC,"RED w/ RED CAP, 6",,,6,WINDSOR,10/04/2005 12:00:00 AM +0000,B1C,RED w/ RED CAP,YES,"1,065,596.72",NO,"1,071,435.98",5,2,,0,
POINT (-78.855962158396 42.908348696697),"7,833",{7B0C0BDD-42C1-439C-B56B-2E71EB684476},18W POLE 175,9-7-C2D-0064,64,OPP 168,KENNEDY K-81,EATON,"RED w/ RED CAP, 6",,,6,JEFFERSON,10/11/2006 12:00:00 AM +0000,C2D,RED w/ RED CAP,YES,"1,059,791.2309999999",NO,"1,075,253.605",9,7,,0,
POINT (-78.867904279068 42.905122372461),"7,414",{E7FF4351-853F-47EC-997C-453D53995350},24N POLE 1151,8-7-C1C-0001,1,OPP 1152,MUELLER,MAIN,"RED w/ WHITE CAP, 20",,,20,SUMMER,07/27/2006 12:00:00 AM +0000,C1C,RED w/ WHITE CAP,YES,"1,058,625.9939999999",NO,"1,072,050.298",8,7,,0,
POINT (-78.812332288352 42.857684514532),"4,093",{DB1E113B-6D64-44E0-B6BC-0C964D568E5D},47E POLE 1969 SENECA,19-9-F2B-0041,41,1974,KENNEDY K-81,SENECA,"RED w/ RED CAP, 12",,,12,HAYDEN,06/03/2005 12:00:00 AM +0000,F2B,RED w/ RED CAP,YES,"1,041,292",NO,"1,086,891.96",19,9,,0,
POINT (-78.87862660545 42.937313378719),"5,921",{069D213D-43B1-4F7F-915B-E879F5B16611},100S SWC; 12S POLE 1488,5-3-B1B-0024,24,SWC,MUELLER,ELMWOOD,"RED w/ WHITE CAP, 16",,,16,CHATHAM,08/11/2005 12:00:00 AM +0000,B1B,RED w/ WHITE CAP,NO,"1,070,367.8799999999",NO,"1,069,218.78",5,3,,0,
POINT (-78.806280364672 42.892355840938),"1,924",{17873474-A55F-4BB3-83E1-C5B69DBDF1F5},51N 21W POLE 263,13-9-D3C-0057,57,SWC,MUELLER,BENZINGER,"RED w/ RED CAP, 6",,,6,VANDERBILT,04/21/2006 12:00:00 AM +0000,D3C,RED w/ RED CAP,YES,"1,053,923.48",NO,"1,088,548.0700000001",13,9,,0,
POINT (-78.8702985186 42.88196129507),"2,697",{47AED91D-A475-4CC9-A21F-172404374A43},36N NEC; 70W ENTRANCE TO 45 ELM,14-8-E1B-0028,28,NEC,KENNEDY K-81,ELM,"RED w/ RED CAP, 10",,,10,S DIVISION,06/14/2006 12:00:00 AM +0000,E1B,RED w/ RED CAP,YES,"1,050,187.175",NO,"1,071,380.0649999999",14,8,,0,
POINT (-78.88941997581 42.915262621996),"7,037",{AC4D195C-6941-439E-954D-696DD8DD8A74},42S 17E POLE,8-2-C1A-0091,91,OPP 324,RD WOOD,W FERRY,"RED w/ RED CAP, 12",,,12,GRANT,07/24/2006 12:00:00 AM +0000,C1A,RED w/ RED CAP,YES,"1,062,341.8219999999",NO,"1,066,299.317",8,2,,0,
POINT (-78.89838926934 42.920931764209),"6,975",{7A91A295-E743-463F-9E47-89D82206DC95},OPP POLE 1352,8-2-C1A-0029,29,1351,MUELLER,NIAGARA,"RED w/ RED CAP, 10",,,10,PENFIELD,07/13/2006 12:00:00 AM +0000,C1A,RED w/ RED CAP,YES,"1,064,416.804",NO,"1,063,904.4199999999",8,2,,0,
POINT (-78.897828411642 42.9269264491),"5,711",{A50429B3-4811-4462-BDB3-984DC7D47D43},102S 6W POLE 1564,5-2-B1D-0008,8,1540,OTHER,NIAGARA,"RED w/ RED CAP, 10",,,10,FOREST,09/13/2006 12:00:00 AM +0000,B1D,RED w/ RED CAP,YES,"1,066,601.0020000001",NO,"1,064,062.8119999999",5,2,,0,
POINT (-78.892008885773 42.890370633515),815,{2D06E1DA-5037-4DB8-89CB-FC3ED81D0C2A},43N POLE 164,11-1-D1D-0003,3,,OTHER,DAR,"RED w/ RED CAP, 10",,,10,AMVETS,08/30/2006 12:00:00 AM +0000,D1D,RED w/ RED CAP,YES,"1,053,272.5160000001",NO,"1,065,572.5460000001",11,1,,0,
POINT (-78.900308198822 42.908795766661),"7,304",{8D9A75C1-37FA-4BB0-8A28-47F98949BC27},15N POLE 954,8-2-C1D-0035,35,NWC,KENNEDY K-81,BUSTI,"RED w/ WHITE CAP, 48",,,48,HAMPSHIRE,07/24/2006 12:00:00 AM +0000,C1D,RED w/ WHITE CAP,YES,"1,059,995.7830000001",NO,"1,063,373.7760000001",8,2,,0,
POINT (-78.845872096759 42.917008280985),"7,597",{D48918F3-F960-4B08-A222-74DC86E03206},33N 3W POLE 215,9-7-C2B-0051,51,214,HOWARD IRON,BRUNSWICK,"RED w/ RED CAP, 4",,,4,HUMBOLDT,05/04/2006 12:00:00 AM +0000,C2B,RED w/ RED CAP,YES,"1,062,938.6100000001",NO,"1,077,966.6100000001",9,7,,0,
POINT (-78.817294413691 42.94241588848),"5,559",{2A22D068-37CA-4297-BBCD-535E135BBED4},"10E SEC, 40W POLE 185",4-5-A4D-0074,74,SEC,MATHEWS OLD,COMSTOCK,"RED w/ RED CAP, 6",,,6,HEWITT,06/16/2005 12:00:00 AM +0000,A4D,RED w/ RED CAP,YES,"1,072,175.8200000001",NO,"1,085,647.3400000001",4,5,,0,
POINT (-78.836737568239 42.950047249723),"5,282",{AE77DA87-34A8-4075-AF2E-A449ACDEF312},3S SWC; 8E POLE 981,3-5-A3C-0019,19,SWC,KENNEDY K-81,TACOMA,"RED w/ RED CAP, 6",,,6,GROVELAND,07/01/2005 12:00:00 AM +0000,A3C,RED w/ RED CAP,NO,"1,074,972.1599999999",NO,"1,080,449.71",3,5,,0,
POINT (-78.828811396947 42.93270893959),"6,472",{2BC2771C-38BD-4A5C-B9B8-D77DC6356609},,7-5-B3A-0056,56,OPP 456,KENNEDY K-81,LEROY,"RED w/ RED CAP, 36",,,36,MANHATTAN,02/24/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,068,646.9099999999",NO,"1,082,553.28",7,5,,0,
POINT (-78.827881692725 42.901306363489),"1,738",{F228F84A-355C-454B-A90D-E2F9346172B1},17E NEC; 55E POLE 1196,13-6-D3A-0061,61,NEC,MUELLER,SYCAMORE,"RED w/ RED CAP, 0",,,6,HOWLETT,04/18/2006 12:00:00 AM +0000,D3A,RED w/ RED CAP,YES,"1,057,201.55",NO,"1,082,768.99",13,6,,0,
POINT (-78.85069061215 42.869275469091),"2,971",{AC306D22-ED7B-4D8B-8A5D-33C89B97DA45},OPP 82 ELK,15-11-E2D-0089,89,83,HOWARD IRON,ELK,"RED w/ RED CAP, 10",,,10,FULTON,09/22/2006 12:00:00 AM +0000,E2D,RED w/ RED CAP,YES,"1,045,546.573",NO,"1,076,620.645",15,11,,0,
POINT (-78.866406888481 42.957017568795),"4,809",{2DD35D2E-4BEF-4110-AE88-A0E589349656},5W NWC; 32N 5E POLE 75,2-4-A2B-0073,73,NWC,HOWARD IRON,SANDERS,"RED w/ RED CAP, 6",,,6,MEDFORD,07/12/2005 12:00:00 AM +0000,A2B,RED w/ RED CAP,YES,"1,077,537.8400000001",NO,"1,072,515.1200000001",2,4,,0,
POINT (-78.887561893374 42.954894931017),"2,137",{44B8355B-4CC9-4195-A893-79AC5B9C4FD3},10S SWC; 6E 10S POLE 55,1-3-A1B-0004,4,SWC,HOWARD IRON,CLAYTON,"RED w/ RED CAP, 6",,,6,KOFLER,07/20/2005 12:00:00 AM +0000,A1B,RED w/ RED CAP,YES,"1,076,784.02",NO,"1,066,849.29",1,3,,0,
POINT (-78.800456341298 42.847250611743),"4,198",{2CD48D32-91E6-4DAA-B306-84795A7C4820},9S 9W NEC; 23S 20E 2641 SENECA ENTRANCE,19-9-F2C-0057,57,NEC,KENNEDY K-81,SENECA,"RED w/ RED CAP, 6",,,6,WILDWOOD,08/29/2006 12:00:00 AM +0000,F2C,RED w/ RED CAP,YES,"1,037,480.987",NO,"1,090,066.3659999999",19,9,,0,
POINT (-78.812587079388 42.836361905802),"4,564",{FADEE9F2-D940-455F-9F17-C103D0A74366},22W POLE 299,21-10-G2C-0074,74,297,MUELLER,EDEN,"RED w/ RED CAP, 8",,,8,HANCOCK,05/16/2005 12:00:00 AM +0000,G2C,RED w/ RED CAP,YES,"1,033,521.28",NO,"1,086,802.5",21,10,,0,
POINT (-78.864812324882 42.864955539228),"3,659",{948B4E67-8535-4626-B92E-45BC3A748CBA},6W 42N POLE 45,1718-11-F1A-0051,51,NWC,KENNEDY K-11,SOUTH,"RED w/ RED CAP, 8",,,8,TENNESSEE,06/06/2006 12:00:00 AM +0000,F1A,RED w/ RED CAP,YES,"1,043,984.528",NO,"1,072,829.7439999999","1,718",11,,0,
POINT (-78.823146304845 42.864295167247),"3,791",{0A452CB0-AD9C-4379-A384-67FB1547BC3C},15W POLE 847,19-10-F2A-0076,76,W POLE 847,KENNEDY K-11,ELK,"RED w/ RED CAP, 10",,,10,SENECA,05/26/2005 12:00:00 AM +0000,F2A,RED w/ RED CAP,YES,"1,043,709.29",NO,"1,083,999.3400000001",19,10,,0,
POINT (-78.810789143969 42.917065196774),147,{AF52AA71-9D66-443F-AD02-512A058F4095},41E 17N POLE 67,10-6-C3B-0057,57,76,MUELLER,KERNS,"RED w/ RED CAP, 6",,,6,TEXAS,04/06/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,062,931.99",NO,"1,087,364.1799999999",10,6,,0,
POINT (-78.845134905168 42.954387729178),"5,003",{7CD3688A-7854-4DAC-8C27-852D0DDACE9B},5S SWC; 12N POLE 64,3-4-A3A-0042,42,SWC,KENNEDY K-81,TAUNTON,"RED w/ RED CAP, 6",,,6,BLANTYRE,06/24/2005 12:00:00 AM +0000,A3A,RED w/ RED CAP,YES,"1,076,560.9399999999",NO,"1,078,206.48",3,4,,0,
POINT (-78.83190326224 42.87367211401),"3,527",{D7E1D7AE-4692-403B-8CF3-D93EDC9637A5},160N RAILROAD TRACKS; 3E VIADUCT WALL,16-9-E3D-0003,3,,HOWARD IRON,BABCOCK,"RED w/ YELOW CAP, 6",,,6,DOROTHY,08/01/2006 12:00:00 AM +0000,E3D,RED w/ YELOW CAP,YES,"1,047,133.486",NO,"1,081,661.7409999999",16,9,,0,
POINT (-78.807280804172 42.841059356109),"4,462",{E56712AC-870E-442F-BC01-3886EB0D4E3E},60E POLE 21 MINNETONKA,21-10-G2B-0127,127,29,HOWARD IRON,MINNETONKA,"RED w/ RED CAP, 6",,,6,,05/11/2005 12:00:00 AM +0000,G2B,RED w/ RED CAP,YES,"1,035,229.41",NO,"1,088,230.27",21,10,,0,
POINT (-78.843096323969 42.932129769118),"6,301",{8E2FD8E3-567B-4F26-B811-C38EFC70DC89},6W N MOHAWK DRIVEWAY,6-5-B2B-0118,118,87,KENNEDY K-81,E OAKWOOD,"RED w/ RED CAP, 6",,,6,CANTON,11/11/2005 12:00:00 AM +0000,B2B,RED w/ RED CAP,YES,"1,068,447.3200000001",YES,"1,078,727.1599999999",6,5,,0,
POINT (-78.82862036575 42.871350196763),"3,554",{D4DC7E51-4B6F-43CF-9867-929573FF3962},25N 5E POLE 148,16-9-E3D-0030,30,DEAD END,KENNEDY K-81,HARRISON,"RED w/ RED CAP, 6",,,6,SENECA,08/02/2006 12:00:00 AM +0000,E3D,RED w/ RED CAP,YES,"1,046,284.692",NO,"1,082,539.267",16,9,,0,
POINT (-78.878120478319 42.882165858504),"2,643",{FC2D7392-6B10-4953-818A-3F3D25F80351},4N 13E ST JOSEPHS PARK MONUMENT; 33S 10W POLE 63,14-1-E1B-0030,30,40,OTHER,FRANKLIN,"RED w/ RED CAP, 8",,,8,W SWAN,06/15/2006 12:00:00 AM +0000,E1B,RED w/ RED CAP,YES,"1,050,268.97",NO,"1,069,283.905",14,1,,0,
POINT (-78.865659326886 42.897062576751),"1,126",{865AEEB9-2823-4D5A-9ED4-602DD4BB4E2B},35S POLE 584,12-8-D2A-0049,49,NWC,KENNEDY K-11,ELM,"RED w/ WHITE CAP, 20",,,20,VIRGINIA,01/01/1990 12:00:00 AM +0000,D2A,RED w/ WHITE CAP,YES,"1,055,686.5919999999",NO,"1,072,641.906",12,8,,0,
POINT (-78.864269376877 42.919155650899),"7,426",{8C0457FD-8962-4583-B840-7929324CD6A4},21S POLE 141,9-2-C2A-0007,7,139,RD WOOD,OXFORD,"RED w/ RED CAP, 6",,,6,LAFAYETTE,09/28/2006 12:00:00 AM +0000,C2A,RED w/ RED CAP,YES,"1,063,737.132",NO,"1,073,041.2250000001",9,2,,0,
POINT (-78.805008042133 42.85680461045),"4,088",{FA35C9DD-E9C5-45F9-AD23-2212A779E5D1},26S 33E POLE 132 NORMAN,19-9-F2B-0036,36,125,MUELLER,NORMAN,"RED w/ RED CAP, 0",,,8,PRITCHARD,06/02/2005 12:00:00 AM +0000,F2B,RED w/ RED CAP,YES,"1,040,966.0699999999",NO,"1,088,854.9099999999",19,9,,0,
POINT (-78.804934054303 42.920914556091),118,{371D59C3-F33C-4170-A484-D45C3337769E},20S 1E POLE 173,10-6-C3B-0028,28,169,HOWARD IRON,FLOSS,"RED w/ RED CAP, 6",,,6,LANG,04/06/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,064,330.7",NO,"1,088,936.25",10,6,,0,
POINT (-78.870138994335 42.871447211549),"2,549",{5C8F61C0-7390-49D6-BB84-B207FFFC4226},9E POLE 11,14-11-E1C-0037,37,SEC,OTHER,MIAMI,"RED w/ WHITE CAP, 16",,,16,MOORE,06/09/2006 12:00:00 AM +0000,E1C,RED w/ WHITE CAP,YES,"1,046,355.209",NO,"1,071,409.7690000001",14,11,,0,
POINT (-78.859122983099 42.85869475881),"3,677",{BA8F5E5A-3428-4EEA-AE77-FBD6E315E5D2},15S POLE 102; 60N RR TRACKS,1718-11-F1A-0069,69,100,RD WOOD,KATHERINE,"RED w/ RED CAP, 8",,,8,ENSIGN,06/07/2006 12:00:00 AM +0000,F1A,RED w/ RED CAP,YES,"1,041,697.769",NO,"1,074,347.534","1,718",11,,0,ENSIGN IS PAPER STREET
POINT (-78.897493057992 42.896186928024),566,{D7769DCC-A345-46D6-9139-F85D962F66AF},8W BLACK BOLLARD,11-1-D1A-0108,108,,MUELLER,JERSEY,"RED w/ RED CAP, 12",,,12,DAR,08/31/2006 12:00:00 AM +0000,D1A,RED w/ RED CAP,YES,"1,055,397.6869999999",NO,"1,064,110.8030000001",11,1,,0,LEAKING
POINT (-78.885085267215 42.922164270508),"5,693",{4C6E59A3-5652-492D-90AF-31D6C8547BE4},16E NEC; 29S 10E POLE 249,5-2-B1C-0099,99,NEC,OTHER,W DELAVAN,"RED w/ RED CAP, 36",,,36,BAYNES,09/15/2006 12:00:00 AM +0000,B1C,RED w/ RED CAP,YES,"1,064,852.9280000001",NO,"1,067,469.49",5,2,,0,
POINT (-78.833857534297 42.940136857379),"6,424",{3FF4A51D-CEFC-4F26-93B7-2EDF29384D8B},S POLE 106,7-5-B3A-0003,3,111,MATHEWS NEW,EAST AMHERST,"RED w/ RED CAP, 12",,,12,HOLDEN,02/22/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,071,358",NO,"1,081,210",7,5,,0,
POINT (-78.850017888987 42.88001089482),"3,142",{C9B2945A-FBA1-448F-91C9-FF218ACC9D2F},OPP 67 E EAGLE; 15W NWC,15-8-E2A-0124,124,NWC,MUELLER,WATSON,"RED w/ RED CAP, 6",,,6,E EAGLE,09/20/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,049,458.487",NO,"1,076,813.3740000001",15,8,,0,
POINT (-78.903081212725 42.958845042097),"2,105",{63DC779F-459A-4D45-8528-E339D5521F3E},2 OFF CURB IN LINE WITH TREES,1-3-A1A-0045,45,32,MUELLER,ULLMAN,"RED w/ RED CAP, 6",,,6,ESSER,07/26/2005 12:00:00 AM +0000,A1A,RED w/ RED CAP,YES,"1,078,239.0600000001",NO,"1,062,700.22",1,3,,0,
POINT (-78.86113588465 42.907510186016),"7,843",{0BAC9F47-891F-42B5-98CD-A31591B13B6E},32S 12W POLE 158,9-7-C2D-0075,75,151,KENNEDY K-81,NORTHAMPTON,"RED w/ RED CAP, 6",,,6,MICHIGAN,10/11/2006 12:00:00 AM +0000,C2D,RED w/ RED CAP,YES,"1,059,490.1699999999",NO,"1,073,866.5390000001",9,7,,0,
POINT (-78.812526998954 42.941860874476),"5,538",{3B886262-9F70-4F66-A061-8482349E948F},50SE POLE 426,4-5-A4D-0053,53,429,OTHER,STOCKBRIDGE,"RED w/ RED CAP, 6",,,6,BAILEY,06/16/2005 12:00:00 AM +0000,A4D,RED w/ RED CAP,YES,"1,071,970.03",NO,"1,086,923.29",4,5,,0,
POINT (-78.868472597217 42.874447028493),"2,585",{6F98F623-ECD4-4E29-A651-DAC56591E532},8S 15E SEC; 28E 13N POLE 241,14-11-E1C-0073,73,SEC,MUELLER,PERRY,"RED w/ RED CAP, 10",,,10,MARVIN,06/12/2006 12:00:00 AM +0000,E1C,RED w/ RED CAP,YES,"1,047,446.964",NO,"1,071,860.1699999999",14,11,,0,
POINT (-78.811582788322 42.909670367147),288,{2DDDD297-7FFC-4D0B-858D-8AC3CA4F05BD},30N POLE 269,10-6-C3C-0048,48,OPP 299,HOWARD IRON,SUMNER,"RED w/ RED CAP, 6",,,6,DOAT,04/07/2006 12:00:00 AM +0000,C3C,RED w/ RED CAP,YES,"1,060,237.53",NO,"1,087,144.28",10,6,,0,
POINT (-78.802149065472 42.869741505155),"3,431",{8ECA66DA-0080-4E03-83EC-7F8E16806AEA},23N POLE 314,16-9-E3C-0020,20,314,OTHER,S OGDEN,"RED w/ RED CAP, 12",,,12,CASIMIR,07/26/2006 12:00:00 AM +0000,E3C,RED w/ RED CAP,YES,"1,045,678.858",NO,"1,089,633.7250000001",16,9,,0,
POINT (-78.847400700988 42.952135063795),"5,012",{08A6BE2A-9DDE-4ABA-A10A-5D3F596F5A76},2W SWC; 18S 8E POLE 180,3-4-A3A-0051,51,SWC,MUELLER,NORTH,"RED w/ RED CAP, 8",,,8,HENLEY,06/24/2005 12:00:00 AM +0000,A3A,RED w/ RED CAP,YES,"1,075,741.8500000001",NO,"1,077,597.3400000001",3,4,,0,
POINT (-78.875156667156 42.900946138456),638,{E182D792-67D5-4778-B2BA-72978F44E664},OPP 51 IRVING,11-1-D1B-0069,69,54,MUELLER,IRVING,"RED w/ RED CAP, 6",,,6,ALLEN,09/01/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,057,110.6270000001",NO,"1,070,101.9820000001",11,1,,0,
POINT (-78.804407524451 42.859790061635),"4,066",{58B5D23D-FD63-454F-8C72-878AEB1651FE},16E 34S POLE 52 HILLERY,19-9-F2B-0013,13,OPP 48,MUELLER,HILLERY,"RED w/ RED CAP, 10",,,10,MINERAL SPRINGS,06/01/2005 12:00:00 AM +0000,F2B,RED w/ RED CAP,YES,"1,042,053.6800000001",YES,"1,089,018.78",19,9,,0,
POINT (-78.896511365399 42.909568957588),"7,298",{E68D0CD8-EC60-4C2D-9770-7F51ADC50863},42S POLE 512,8-2-C1D-0029,29,506,HOWARD IRON,FARGO,"RED w/ RED CAP, 6",,,6,HAMPSHIRE,07/24/2006 12:00:00 AM +0000,C1D,RED w/ RED CAP,YES,"1,060,273.763",NO,"1,064,392.0009999999",8,2,,0,
POINT (-78.89080703384 42.926704057677),"5,754",{BF4BD2A1-F52E-4F8C-950C-2BD9C594C42D},7W POLE 97,5-2-B1D-0051,51,95,RD WOOD,POOLEY,"RED w/ RED CAP, 8",,,8,GRANT,09/14/2006 12:00:00 AM +0000,B1D,RED w/ RED CAP,YES,"1,066,513",NO,"1,065,943",5,2,,0,
POINT (-78.850044011609 42.943985233184),"5,103",{6C2F36E7-5782-4A56-829C-0206F5FA40B5},10W SWC; 15S 15E POLE 194; UPPER LEVEL,3-4-A3D-0050,50,SWC,KENNEDY K-11,PARKSIDE,"RED w/ RED CAP, 6",,,6,LINDEN,06/30/2005 12:00:00 AM +0000,A3D,RED w/ RED CAP,NO,"1,072,773.8700000001",YES,"1,076,880.27",3,4,,0,
POINT (-78.819180259017 42.858178262041),"3,768",{36F79657-1D79-4C50-A83C-0635C023B4AF},4W 14N NWC,19-10-F2A-0052,52,26,MATHEWS NEW,RIVERVIEW,"RED w/ RED CAP, 8",,,8,NORTH LEGION,05/25/2005 12:00:00 AM +0000,F2A,RED w/ RED CAP,YES,"1,041,477.01",NO,"1,085,056.3700000001",19,10,,0,
POINT (-78.845051928817 42.890647805309),"1,361",{439314B7-BE25-4767-94C1-752F9F1566D7},30S POLE 270,12-8-D2C-0034,34,268,HOWARD IRON,SHUMWAY,"RED w/ RED CAP, 6",,,6,BROADWAY,12/04/2006 12:00:00 AM +0000,D2C,RED w/ RED CAP,YES,"1,053,330.8999999999",NO,"1,078,156.4299999999",12,8,,0,
POINT (-78.847849578105 42.940210607872),"6,157",{A6EE3413-2910-441A-84E0-A15059EBC1A0},35S SWC,6-4-B2B-0003,3,SWC,MATHEWS NEW,AMHERST,"RED w/ RED CAP, 6",,,6,SUMMIT,10/26/2005 12:00:00 AM +0000,B2B,RED w/ RED CAP,YES,"1,071,396.3500000001",NO,"1,077,463.5",6,4,,0,
POINT (-78.878795243752 42.912198683801),"7,179",{25D1E538-0F89-49C5-AAC9-686C30BD46E6},10E STOP SIGN; 6W 10N DO NOT ENTER,8-2-C1C-0012,12,SWC,HOWARD IRON,ANDERSON,"RED w/ RED CAP, 6",,,6,ASHLAND,07/27/2006 12:00:00 AM +0000,C1C,RED w/ RED CAP,YES,"1,061,215",NO,"1,069,141.477",8,2,,0,
POINT (-78.836809175756 42.880120898067),"3,255",{8E49DF1E-DF48-490E-9F0C-5EDADB3F7208},10N 23W POLE 43,15-9-E2B-0017,17,60,MUELLER,METCALFE,"RED w/ RED CAP, 6",,,6,CLINTON,08/03/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,049,487.642",NO,"1,080,353.77",15,9,,0,
POINT (-78.890353680706 42.95849089137),"2,155",{DB68A52A-7D88-4B44-8456-A2E26D83E20B},60E END OF KENMORE,1-3-A1B-0022,22,END,RD WOOD,KENMORE,"RED w/ RED CAP, 8",,,8,MILITARY,07/21/2005 12:00:00 AM +0000,A1B,RED w/ RED CAP,NO,"1,078,097.29",YES,"1,066,106.71",1,3,,0,
POINT (-78.808568785112 42.903782138619),306,{2F6F46F3-3ED0-442D-8286-AB1B8F84B8EB},40N 30W POLE 6,10-6-C3C-0066,66,OPP 69,HOWARD IRON,WEX,"RED w/ RED CAP, 6",,,6,WALDEN,04/07/2006 12:00:00 AM +0000,C3C,RED w/ RED CAP,YES,"1,058,089.3999999999",NO,"1,087,945.98",10,6,,0,
POINT (-78.850986039807 42.916298579903),"7,484",{7C2A40C6-5248-4FA6-9A8A-3CEF45FE4945},,9-7-C2A-0038,38,30,KENNEDY K-81,BUTLER,"RED w/ RED CAP, 6",,,6,LONSDALE,09/27/2006 12:00:00 AM +0000,C2A,RED w/ RED CAP,YES,"1,062,684.2760000001",NO,"1,076,595.9380000001",9,7,,0,
POINT (-78.895985507581 42.957871534507),"2,197",{00F07FA2-118F-45A3-98BD-A01FDE2D90CA},8E SEC; 36W POLE 106,1-3-A1B-0064,64,SEC,KENNEDY K-81,ONTARIO,"RED w/ RED CAP, 6",,,6,EVELYN,07/22/2005 12:00:00 AM +0000,A1B,RED w/ RED CAP,YES,"1,077,877.1200000001",NO,"1,064,598.3100000001",1,3,,0,
